Record_ID,Year,Quarter,State,Region,District,Rural_Urban,Population,Branches,Banking_Outlets,ATMs,BC_Outlets,Total_Accounts,Active_Accounts,Women_Accounts,Jan_Dhan_Accounts,Total_Deposits_Lakh,Savings_Deposits_Lakh,Current_Deposits_Lakh,Term_Deposits_Lakh,Total_Loans_Lakh,Agricultural_Loans_Lakh,MSME_Loans_Lakh,Personal_Loans_Lakh,Digital_Transactions,UPI_Transactions,Mobile_Banking_Users,Internet_Banking_Users,Agricultural_Beneficiaries,SHG_Accounts,KCC_Accounts
1431,2023,Q3,Chhattisgarh,Central,Bilaspur,Semi-Urban,604479,14,31,14,13,195881,168601,89207,56646,23067.42,11084.42,3152.0,8831.0,13287.99,7232.76,3868.18,2187.06,2477001,1353266,78053.0,49881.0,22951,5869.0,13079
1432,2023,Q4,Chhattisgarh,Central,Bilaspur,Rural,604479,10,23,7,11,242737,162780,137526,80369,28935.68,15048.64,3714.44,10172.6,21454.4,10719.91,3896.88,6837.61,2284001,1563812,,50771.0,52341,10617.0,42780
1433,2024,Q1,Chhattisgarh,Central,Bilaspur,Semi-Urban,611563,20,39,12,28,265884,224096,109273,88553,49866.87,28000.42,8299.59,13566.85,31499.0,16303.78,5786.35,9408.87,3609041,1849548,60843.0,31826.0,26472,9915.0,17521
1434,2024,Q2,Chhattisgarh,Central,Bilaspur,Urban,611563,17,32,14,14,281012,184765,129822,96659,33296.96,19212.29,3063.84,11020.84,18509.58,9402.04,3455.55,5651.99,3156265,2138847,57613.0,36739.0,22894,7233.0,11992
1435,2024,Q3,Chhattisgarh,Central,Bilaspur,Rural,611563,17,30,12,16,164744,146203,67182,46195,15143.16,8618.68,1363.95,5160.54,10532.01,3733.33,2821.8,3976.88,1836539,1381609,56539.0,38003.0,36432,8353.0,25766
1436,2024,Q4,Chhattisgarh,Central,Bilaspur,Rural,611563,13,22,9,10,220099,174016,88855,77568,40283.47,18350.14,6820.02,15113.31,31354.31,11634.93,6808.14,12911.25,2546247,1655418,68782.0,40872.0,50688,9028.0,36096
1437,2025,Q1,Chhattisgarh,Central,Bilaspur,Urban,618646,23,40,16,35,244280,166325,116419,74355,35832.09,15453.93,4189.97,16188.19,25907.94,11979.84,6326.95,7601.14,2511814,1271817,60318.0,28133.0,29015,15137.0,16059
1438,2025,Q2,Chhattisgarh,Central,Bilaspur,Rural,618646,11,19,9,11,280374,201895,141703,113986,44333.76,22657.95,5747.7,15928.11,36198.58,13034.56,10277.44,12886.59,1436345,1064019,75192.0,58504.0,26111,17119.0,15773
1439,2025,Q3,Chhattisgarh,Central,Bilaspur,Semi-Urban,618646,13,25,9,15,314675,202258,152036,110042,38442.66,19346.21,3777.06,15319.39,22510.87,10317.45,4784.31,7409.11,2756691,1818258,54622.0,25512.0,26916,17334.0,21592
1440,2025,Q4,Chhattisgarh,Central,Bilaspur,Urban,618646,22,49,21,19,288204,214592,145233,114890,30161.81,15792.43,3756.94,10612.44,21109.76,8338.85,6293.51,6477.4,2139139,1356729,73723.0,48615.0,31130,10120.0,17184
1441,2021,Q1,Chhattisgarh,Central,Durg,Urban,1622392,13,22,12,10,657926,462307,299347,203002,103965.21,47778.75,16418.4,39768.06,80386.81,30001.17,21982.0,28403.65,6738670,4628257,112599.0,123798.0,83717,35309.0,61262
1442,2021,Q2,Chhattisgarh,Central,Durg,Semi-Urban,1622392,10,21,9,9,512705,408602,272734,128118,45792.13,23128.68,6146.64,16516.81,32742.52,13529.27,7199.87,12013.37,3766095,2561296,171294.0,63888.0,141170,21543.0,112246
1443,2021,Q3,Chhattisgarh,Central,Durg,Rural,1622392,11,23,8,13,398582,298662,170798,130909,59209.07,29981.97,8373.76,20853.34,42913.75,23519.97,11622.19,7771.59,3941275,2299446,124383.0,73307.0,133097,13743.0,61693
1444,2021,Q4,Chhattisgarh,Central,Durg,Semi-Urban,1622392,12,19,12,16,699471,495154,355043,223928,84937.95,37874.03,13194.12,33869.8,69140.58,37360.73,16380.67,15399.18,8299151,5884852,177793.0,150555.0,133601,34735.0,62167
1445,2022,Q1,Chhattisgarh,Central,Durg,Rural,1641860,8,16,6,8,449683,369328,252635,171640,41154.83,22785.72,5724.56,12644.54,28604.99,11639.63,5899.91,11065.44,4878071,3086918,104505.0,58776.0,129854,18165.0,80575
1446,2022,Q2,Chhattisgarh,Central,Durg,Semi-Urban,1641860,19,44,14,18,632507,520353,361990,210417,112073.42,47785.54,18987.6,45300.27,72361.3,27333.26,21669.5,23358.53,5425701,3440715,161477.0,76651.0,66129,26964.0,46123
1447,2022,Q3,Chhattisgarh,Central,Durg,Urban,1641860,22,45,12,22,895157,739386,403886,198200,69049.99,35093.81,9361.24,24594.94,54423.72,29076.08,16252.22,9095.42,6512120,3876356,297438.0,164735.0,113858,67128.0,56585
1448,2022,Q4,Chhattisgarh,Central,Durg,Semi-Urban,1641860,9,21,8,12,601790,373676,255879,232205,51783.86,26409.81,7145.19,18228.86,37760.08,20623.67,6106.56,11029.84,4050698,2582406,129581.0,82539.0,123790,35287.0,59729
1449,2023,Q1,Chhattisgarh,Central,Durg,Semi-Urban,1661329,15,24,12,13,810316,604148,469156,186184,73679.93,41253.2,9985.29,22441.43,58330.43,25356.97,9663.7,23309.75,4609645,2448940,234669.0,149103.0,105609,38353.0,76925
1450,2023,Q2,Chhattisgarh,Central,Durg,Rural,1661329,5,10,4,6,580024,490463,296636,229213,85056.07,39934.78,9614.36,35506.93,49416.9,24138.25,12023.9,13254.76,6363448,3069893,183107.0,105794.0,67740,34318.0,37036
1451,2023,Q3,Chhattisgarh,Central,Durg,Rural,1661329,9,14,6,6,420170,353738,186132,142518,51272.19,27516.2,5994.59,17761.4,31763.47,11992.66,8472.55,11298.27,6236175,3723176,119489.0,58859.0,112321,28525.0,85178
1452,2023,Q4,Chhattisgarh,Central,Durg,Semi-Urban,1661329,13,29,13,20,657508,480775,281479,260198,58371.43,24606.9,8140.75,25623.78,44786.46,17905.51,11785.21,15095.73,8927457,5861837,153463.0,87665.0,83297,48762.0,49427
1453,2024,Q1,Chhattisgarh,Central,Durg,Semi-Urban,1680798,13,25,8,14,615988,476336,316604,214943,98317.15,42529.59,9883.96,45903.6,86058.46,43894.43,24903.33,17260.7,6116944,3981247,138491.0,111830.0,131193,27534.0,91909
1454,2024,Q2,Chhattisgarh,Central,Durg,Semi-Urban,1680798,20,35,21,23,782533,644884,385826,225184,115960.59,66912.7,11410.49,37637.4,74318.05,40197.73,13831.76,20288.56,6296756,3201383,170393.0,181152.0,81684,54322.0,45229
1455,2024,Q3,Chhattisgarh,Central,Durg,Semi-Urban,1680798,11,18,11,12,573734,387653,264754,191785,54385.39,29661.41,6621.32,18102.66,29937.13,10800.96,6631.25,12504.92,5991890,3739629,91342.0,60001.0,107483,31504.0,79725
1456,2024,Q4,Chhattisgarh,Central,Durg,Rural,1680798,11,18,6,16,630866,407501,267568,234918,52111.9,29486.7,4462.77,18162.43,31867.4,11168.75,5585.22,15113.43,5046996,3184758,155020.0,52552.0,150259,30732.0,75541
1457,2025,Q1,Chhattisgarh,Central,Durg,Rural,1700266,10,17,10,7,474699,406452,190010,107787,44720.29,25888.47,6218.96,12612.85,26430.78,10222.26,6218.51,9990.01,5306455,4117177,165048.0,102662.0,79711,15971.0,61206
1458,2025,Q2,Chhattisgarh,Central,Durg,Rural,1700266,13,23,11,13,526341,461500,213618,160481,42262.94,18889.3,6647.92,16725.73,25317.15,10971.13,6631.72,7714.3,6618162,3549388,134024.0,84354.0,156606,18126.0,113930
1459,2025,Q3,Chhattisgarh,Central,Durg,Semi-Urban,1700266,13,21,14,17,724318,501270,277980,261332,132396.76,71589.39,12620.55,48186.82,107426.03,45560.94,27897.32,33967.77,8843164,4868226,231001.0,122323.0,159294,49718.0,78022
1460,2025,Q4,Chhattisgarh,Central,Durg,Rural,1700266,12,27,7,13,701047,441214,371951,207406,76193.35,38637.12,12754.3,24801.93,58903.63,25586.14,14785.95,18531.54,6896920,4435834,183120.0,135658.0,97559,48774.0,72508
1461,2021,Q1,Chhattisgarh,Central,Korba,Rural,1646933,12,20,11,11,440257,283064,210513,115313,73715.73,40910.92,9738.53,23066.28,62975.94,24618.7,10977.86,27379.38,3078736,1490428,108268.0,73977.0,97857,16152.0,56616
1462,2021,Q2,Chhattisgarh,Central,Korba,Rural,1646933,9,19,9,7,601535,412231,255135,212369,113396.7,61575.87,10855.64,40965.19,70802.96,35562.76,16552.2,18688.0,7034214,4970937,122352.0,88364.0,102178,44530.0,76031
1463,2021,Q3,Chhattisgarh,Central,Korba,Rural,1646933,13,23,12,19,489469,408080,238410,147972,86688.27,45220.54,7474.73,33993.0,64438.89,26429.11,14760.45,23249.33,3624085,1873185,113333.0,99120.0,76260,32242.0,35263
1464,2021,Q4,Chhattisgarh,Central,Korba,Semi-Urban,1646933,12,19,10,16,610739,412166,267403,224091,65932.88,29110.33,8315.43,28507.13,49855.83,18165.66,13668.44,18021.73,6707995,3850657,191135.0,65414.0,124513,24633.0,95758
1465,2022,Q1,Chhattisgarh,Central,Korba,Rural,1666696,13,22,8,18,526830,466681,299550,192625,69222.68,38846.58,6105.43,24270.67,46532.59,19257.23,13688.96,13586.4,5497672,2717222,117001.0,139084.0,131222,15828.0,70556
1466,2022,Q2,Chhattisgarh,Central,Korba,Semi-Urban,1666696,17,28,12,17,727801,612212,310161,191567,73927.02,37378.72,6013.56,30534.74,59695.94,31957.82,16601.01,11137.11,9767412,5696690,140605.0,137687.0,148039,50468.0,74379
1467,2022,Q3,Chhattisgarh,Central,Korba,Rural,1666696,8,12,4,10,537417,407819,218334,228325,49038.67,24074.87,3965.46,20998.34,37778.08,17288.84,8675.72,11813.52,6919149,5116251,,68606.0,141022,22609.0,71941
1468,2022,Q4,Chhattisgarh,Central,Korba,Rural,1666696,13,22,7,12,594762,387526,338340,212794,58365.89,33180.67,6203.03,18982.19,34860.4,14449.46,9639.42,10771.52,6111916,4128049,102897.0,106906.0,101666,25776.0,48956
1469,2023,Q1,Chhattisgarh,Central,Korba,Rural,1686459,15,33,8,12,684922,604792,267915,251546,81488.57,42604.43,13121.42,25762.72,52209.44,25638.53,13001.33,13569.57,4266574,2053159,214400.0,145443.0,114723,35071.0,54653
1470,2023,Q2,Chhattisgarh,Central,Korba,Rural,1686459,13,28,11,15,658523,439970,310491,165348,94965.41,41734.23,8314.37,44916.81,57456.17,26847.4,10718.26,19890.51,4281697,2565841,128279.0,114616.0,153013,43627.0,83319
1471,2023,Q3,Chhattisgarh,Central,Korba,Semi-Urban,1686459,18,35,15,26,569454,453216,263845,234074,105599.48,49107.45,11335.66,45156.37,61586.37,27503.78,14277.65,19804.93,3590764,2394124,167225.0,114478.0,151492,27191.0,74152
1472,2023,Q4,Chhattisgarh,Central,Korba,Rural,1686459,14,24,13,13,729639,619831,343968,206608,116431.04,50103.93,20415.29,45911.82,88854.01,38174.31,20511.3,30168.4,8903803,4434736,198503.0,125529.0,76772,26523.0,46123
1473,2024,Q1,Chhattisgarh,Central,Korba,Rural,1706222,10,15,5,7,455060,391544,236380,195286,37854.4,20114.65,5452.33,12287.41,25273.7,10750.05,7035.66,7487.99,2815357,1507049,158773.0,99476.0,158264,21714.0,116975
1474,2024,Q2,Chhattisgarh,Central,Korba,Rural,1706222,15,32,9,11,601477,472556,267501,222763,89564.61,38835.08,7761.39,42968.14,76012.61,36776.53,19303.9,19932.18,7319928,5191984,107347.0,145327.0,153075,32424.0,91236
1475,2024,Q3,Chhattisgarh,Central,Korba,Rural,1706222,15,30,10,21,679254,463219,323412,291680,74173.49,31410.01,7303.36,35460.12,45371.84,23666.57,8251.4,13453.87,8098124,4509894,205803.0,63620.0,122318,22406.0,72696
1476,2024,Q4,Chhattisgarh,Central,Korba,Rural,1706222,16,32,11,23,541025,377850,224769,183084,45924.01,24273.52,4015.66,17634.83,36520.8,13544.35,8836.88,14139.57,3953923,2963575,181152.0,58483.0,123832,26849.0,81506
1477,2025,Q1,Chhattisgarh,Central,Korba,Rural,1725985,14,28,14,17,624990,558237,263247,156130,65394.46,34290.25,7232.12,23872.09,41339.94,14937.27,7378.05,19024.62,9495619,5764973,254625.0,150427.0,122673,30739.0,95208
1478,2025,Q2,Chhattisgarh,Central,Korba,Urban,1725985,22,50,19,16,1000952,647789,408152,260430,123748.54,58578.67,15496.62,49673.25,69992.84,33173.22,17637.11,19182.52,9148111,5735123,159253.0,179452.0,117663,50200.0,55290
1479,2025,Q3,Chhattisgarh,Central,Korba,Semi-Urban,1725985,13,27,12,11,919595,687692,382663,329307,130777.46,73179.91,21637.58,35959.98,108017.05,46430.65,29752.99,31833.41,12419483,7387781,302341.0,219585.0,80935,36437.0,51237
1480,2025,Q4,Chhattisgarh,Central,Korba,Semi-Urban,1725985,17,36,16,17,710845,445526,359144,275067,133075.74,75643.36,13339.67,44092.71,95780.57,37618.16,17846.85,40315.56,3367101,1887441,208453.0,126328.0,81653,23000.0,57813
1481,2021,Q1,Chhattisgarh,Central,Jagdalpur,Rural,1107520,13,28,14,11,445224,310969,173109,118445,89562.45,40017.9,10444.44,39100.11,58445.32,22182.81,14442.37,21820.13,5001088,3330291,113471.0,63872.0,55992,19449.0,28307
1482,2021,Q2,Chhattisgarh,Central,Jagdalpur,Semi-Urban,1107520,16,32,16,23,710589,549787,362687,272058,59847.18,26754.94,7848.76,25243.47,49459.53,19593.02,12974.55,16891.97,7639117,5904776,178963.0,165274.0,55088,50592.0,32067
1483,2021,Q3,Chhattisgarh,Central,Jagdalpur,Semi-Urban,1107520,22,51,21,27,605384,433858,280778,174919,117173.25,67016.68,14275.95,35880.62,85566.04,39820.64,21490.11,24255.28,4446191,2763971,95725.0,125184.0,94686,45308.0,70456
1484,2021,Q4,Chhattisgarh,Central,Jagdalpur,Rural,1107520,15,27,10,23,460339,407003,261243,182421,36969.64,20223.18,6075.22,10671.24,32071.9,12625.95,8423.38,11022.57,5897210,3800514,144468.0,75579.0,58186,17687.0,36659
1485,2022,Q1,Chhattisgarh,Central,Jagdalpur,Rural,1120810,13,30,13,18,428315,288256,232089,110840,56710.81,27249.04,9376.87,20084.89,47873.45,26298.6,13986.07,7588.78,2156709,1428711,113724.0,59480.0,53396,28914.0,34872
1486,2022,Q2,Chhattisgarh,Central,Jagdalpur,Semi-Urban,1120810,17,35,12,23,739203,612323,395740,218510,142127.13,80092.62,23561.97,38472.54,84001.29,45634.04,25157.36,13209.88,10575159,5139604,231211.0,169382.0,101768,41667.0,76990
1487,2022,Q3,Chhattisgarh,Central,Jagdalpur,Rural,1120810,20,39,16,24,534409,398113,222370,162168,58455.2,30098.89,8235.47,20120.84,36754.19,13484.96,9711.24,13558.0,3454950,2088168,142296.0,,94249,28896.0,45584
1488,2022,Q4,Chhattisgarh,Central,Jagdalpur,Rural,1120810,18,42,15,17,662479,473063,348451,166226,63962.94,29318.8,5432.58,29211.56,54735.23,19770.25,14255.32,20709.67,8949108,5196113,145029.0,145088.0,78979,42166.0,39146
1489,2023,Q1,Chhattisgarh,Central,Jagdalpur,Semi-Urban,1134100,15,28,10,14,717512,489681,331262,199222,77689.25,33194.18,12344.04,32151.04,56733.14,29256.57,10769.21,16707.36,3764641,2656868,198049.0,99952.0,91557,27657.0,72232
1490,2023,Q2,Chhattisgarh,Central,Jagdalpur,Semi-Urban,1134100,23,41,15,25,579143,394261,266301,130537,69587.92,32170.04,6141.51,31276.38,51797.59,23018.95,13730.91,15047.74,3941299,2698750,187922.0,56736.0,55841,15351.0,27397
1491,2023,Q3,Chhattisgarh,Central,Jagdalpur,Rural,1134100,19,36,17,21,482581,313449,266295,121638,40293.4,16939.27,3513.44,19840.68,30607.47,12203.49,6347.73,12056.24,4008125,2660966,137032.0,86066.0,45532,30441.0,29185
1492,2023,Q4,Chhattisgarh,Central,Jagdalpur,Rural,1134100,18,37,14,21,564477,428499,299195,174826,43823.41,25085.66,4631.96,14105.79,35906.44,15838.26,8977.24,11090.94,7599055,3669249,193521.0,117495.0,52439,26064.0,40047
1493,2024,Q1,Chhattisgarh,Central,Jagdalpur,Semi-Urban,1147390,20,44,16,25,765989,520327,311984,306701,63781.02,29615.57,7123.38,27042.07,40154.91,20010.18,11896.68,8248.05,3817603,1968626,141473.0,143803.0,75621,57434.0,60592
1494,2024,Q2,Chhattisgarh,Central,Jagdalpur,Rural,1147390,16,27,17,13,621763,385685,314824,201367,89005.27,38531.94,10478.88,39994.45,62053.82,23256.86,10672.84,28124.12,6798340,4233218,102862.0,64875.0,75288,37523.0,52940
1495,2024,Q3,Chhattisgarh,Central,Jagdalpur,Rural,1147390,14,22,14,19,604912,442131,300334,194702,64346.62,36028.75,9233.15,19084.72,35420.85,14712.91,7353.1,13354.84,5512875,4218969,178464.0,114994.0,100205,41321.0,58004
1496,2024,Q4,Chhattisgarh,Central,Jagdalpur,Rural,1147390,15,28,11,22,508058,429113,245294,138348,68382.57,29904.29,11202.28,27276.0,53391.49,20875.85,15586.11,16929.53,3292358,1720880,97126.0,80096.0,52555,33286.0,42959
1497,2025,Q1,Chhattisgarh,Central,Jagdalpur,Urban,1160680,30,59,23,39,1038705,652400,459956,300510,136013.15,68305.88,11135.79,56571.49,93282.06,44205.41,21517.88,27558.77,4563787,2580682,291450.0,130296.0,50072,38963.0,29240
1498,2025,Q2,Chhattisgarh,Central,Jagdalpur,Semi-Urban,1160680,24,43,24,23,564165,376457,319834,178000,65959.13,35441.91,9858.6,20658.62,44456.09,21710.25,9399.94,13345.9,6632123,4473281,89981.0,100747.0,59876,21718.0,47524
1499,2025,Q3,Chhattisgarh,Central,Jagdalpur,Rural,1160680,20,40,12,14,584716,524305,245084,194560,93551.27,46879.42,13669.97,33001.88,76610.89,31920.5,21902.94,22787.45,4412970,2770214,181448.0,132321.0,41745,26049.0,19626
1500,2025,Q4,Chhattisgarh,Central,Jagdalpur,Urban,1160680,32,66,31,35,1027308,888057,463689,307308,132010.15,76476.5,15302.37,40231.27,93117.09,46647.14,18777.24,27692.72,12056867,5807183,241928.0,129203.0,90035,49382.0,58232
1501,2021,Q1,Punjab,North,Amritsar,Rural,580579,15,35,15,11,236041,172790,127766,54656,23708.83,10555.73,3539.05,9614.05,19461.47,9553.71,4313.44,5594.32,1670265,1047025,77475.0,25492.0,22456,7030.0,13407
1502,2021,Q2,Punjab,North,Amritsar,Urban,580579,21,47,16,17,288746,209546,121855,68555,47108.54,21981.2,7438.2,17689.15,37972.46,17019.27,6588.77,14364.41,2036275,1350327,96140.0,53168.0,34429,16391.0,21529
1503,2021,Q3,Punjab,North,Amritsar,Rural,580579,17,27,9,16,231599,161438,118183,60441,39988.56,17590.61,5801.57,16596.38,34681.03,13475.83,9963.94,11241.26,1258939,886910,60954.0,38452.0,36980,14141.0,27712
1504,2021,Q4,Punjab,North,Amritsar,Rural,580579,20,35,12,16,294849,193008,134727,85564,54334.26,31482.98,8351.47,14499.81,45141.17,16690.24,8822.13,19628.79,3048606,1617953,49258.0,,24854,16432.0,13302
1505,2022,Q1,Punjab,North,Amritsar,Rural,587545,15,29,13,14,209758,177115,109852,71683,30170.59,16804.64,4736.5,8629.45,22472.93,11994.23,4126.24,6352.46,1806908,875605,70585.0,55365.0,46470,5317.0,35913
1506,2022,Q2,Punjab,North,Amritsar,Rural,587545,14,29,10,12,292501,242468,131066,81804,52295.95,27954.07,7530.56,16811.32,32696.22,17020.37,8662.95,7012.9,3215344,2342323,85952.0,53904.0,46730,19835.0,29799
1507,2022,Q3,Punjab,North,Amritsar,Semi-Urban,587545,17,32,15,25,227060,154291,96929,65526,25683.65,14426.49,3690.68,7566.48,16173.09,8454.49,4018.79,3699.81,2493389,1749559,42727.0,29675.0,40890,7320.0,30553
1508,2022,Q4,Punjab,North,Amritsar,Rural,587545,17,36,15,15,217991,143144,93385,55183,34084.59,17512.23,4914.62,11657.73,27911.15,14868.56,5365.99,7676.59,1262653,853934,53367.0,19419.0,37717,13715.0,22913
1509,2023,Q1,Punjab,North,Amritsar,Rural,594512,13,30,10,14,280588,223964,153841,90391,58639.21,28394.19,6926.88,23318.14,50238.09,24460.08,12408.84,13369.17,1920674,1105856,93401.0,51996.0,40710,7269.0,24907
1510,2023,Q2,Punjab,North,Amritsar,Semi-Urban,594512,16,26,9,23,324767,217412,175783,116333,37455.54,16665.55,6124.94,14665.05,26892.03,12408.09,7628.97,6854.98,1908305,933182,48725.0,28999.0,44284,18412.0,23381
1511,2023,Q3,Punjab,North,Amritsar,Rural,594512,18,32,14,14,325788,270867,164291,111885,43457.67,19826.36,5864.75,17766.55,24908.47,9088.95,5941.02,9878.5,1986182,1017358,124368.0,82033.0,41606,21965.0,33415
1512,2023,Q4,Punjab,North,Amritsar,Urban,594512,29,60,19,22,302055,239040,116967,113343,46300.53,26162.56,6120.6,14017.37,39284.36,20833.36,7369.15,11081.85,3933700,2483098,76241.0,35121.0,53939,10695.0,38010
1513,2024,Q1,Punjab,North,Amritsar,Urban,601479,21,42,13,15,346236,240464,186189,103342,53243.23,22488.34,4415.53,26339.36,33137.97,14076.93,8122.06,10938.98,1793862,965940,114542.0,45900.0,53454,20763.0,39682
1514,2024,Q2,Punjab,North,Amritsar,Rural,601479,16,26,9,23,220472,176395,106539,73708,22674.28,9679.56,4066.57,8928.15,12671.08,4561.98,2603.28,5505.81,2150481,1043828,76947.0,,23898,12213.0,12472
1515,2024,Q3,Punjab,North,Amritsar,Semi-Urban,601479,21,34,16,32,372924,243425,179190,154278,51911.31,25921.13,4707.38,21282.8,31084.08,11169.6,5823.42,14091.06,3792865,2527938,110110.0,60865.0,35001,13366.0,27737
1516,2024,Q4,Punjab,North,Amritsar,Rural,601479,18,34,19,18,326527,281288,139274,78339,64095.61,26942.93,8326.13,28826.55,48351.75,24428.16,14119.29,9804.31,2192521,1520584,128814.0,86644.0,29202,11225.0,21788
1517,2025,Q1,Punjab,North,Amritsar,Rural,608446,14,23,11,14,261739,231169,133873,73539,25176.49,12393.44,3527.97,9255.08,16057.08,8084.77,2790.47,5181.84,2101244,1529292,84542.0,56568.0,43763,14994.0,27752
1518,2025,Q2,Punjab,North,Amritsar,Urban,608446,25,52,19,22,310454,206855,179608,94819,55292.08,26985.73,9734.27,18572.08,32073.48,15035.95,9259.1,7778.43,3395582,2294241,,59822.0,29342,19103.0,23825
1519,2025,Q3,Punjab,North,Amritsar,Rural,608446,18,37,11,24,289770,229340,127845,73197,45445.89,21545.07,4980.39,18920.43,30202.91,13530.2,8954.4,7718.31,2967432,1892738,95984.0,66588.0,28754,17691.0,17424
1520,2025,Q4,Punjab,North,Amritsar,Semi-Urban,608446,16,30,9,13,404443,280041,175071,167911,59802.01,26490.71,6412.97,26898.32,44613.41,22331.92,8852.62,13428.88,2755773,2125085,125001.0,39719.0,26214,28070.0,18623
1521,2021,Q1,Punjab,North,Ludhiana,Semi-Urban,1774527,15,32,11,10,660119,584108,351608,171500,54081.53,29950.8,4899.68,19231.05,39442.03,15974.02,10321.02,13146.98,8284005,5335107,128566.0,102472.0,145035,21707.0,93759
1522,2021,Q2,Punjab,North,Ludhiana,Rural,1774527,19,39,11,15,573322,419977,275029,196046,71098.31,33768.4,6124.28,31205.63,41874.6,15433.5,7626.76,18814.34,5281038,3695022,181161.0,103110.0,164451,26306.0,96358
1523,2021,Q3,Punjab,North,Ludhiana,Urban,1774527,22,44,18,26,1042122,756075,559055,428245,150848.19,80144.79,14815.77,55887.62,131181.96,63176.9,22230.04,45775.01,7831420,3878877,270474.0,204191.0,114190,69489.0,62012
1524,2021,Q4,Punjab,North,Ludhiana,Semi-Urban,1774527,19,35,11,18,735032,641907,423635,194086,103753.7,50337.45,11923.08,41493.18,60826.74,30453.33,13538.86,16834.55,6069296,3234394,247809.0,142484.0,162165,51067.0,109612
1525,2022,Q1,Punjab,North,Ludhiana,Rural,1795821,16,30,16,11,692251,490026,340515,247647,85263.97,42891.71,14775.87,27596.39,61973.3,23214.45,17066.38,21692.47,5626479,3274103,136057.0,95086.0,106433,44839.0,56690
1526,2022,Q2,Punjab,North,Ludhiana,Rural,1795821,5,7,4,4,578995,411644,229554,171219,79280.26,36854.86,8680.04,33745.36,60180.25,29709.74,14486.25,15984.27,3327383,1858051,195040.0,127187.0,156422,15333.0,104663
1527,2022,Q3,Punjab,North,Ludhiana,Urban,1795821,18,38,13,27,889412,669286,470784,243773,80004.93,39848.37,13829.79,26326.77,51434.43,18448.28,12697.12,20289.03,7718695,4805869,157017.0,148168.0,80378,26246.0,58444
1528,2022,Q4,Punjab,North,Ludhiana,Rural,1795821,15,32,14,13,840554,559101,453419,259152,89581.54,51430.66,11747.48,26403.4,63139.54,33474.58,15371.9,14293.06,9598440,7082391,161675.0,114637.0,164057,33128.0,115099
1529,2023,Q1,Punjab,North,Ludhiana,Rural,1817115,14,24,12,11,606052,443785,324496,172630,46834.72,24227.36,3818.2,18789.16,38003.41,20150.32,8716.3,9136.79,4521489,2393947,179281.0,94320.0,120092,,93586
1530,2023,Q2,Punjab,North,Ludhiana,Urban,1817115,25,58,16,20,969612,788301,453719,395014,165117.55,71226.1,16104.5,77786.94,114144.23,62239.99,23606.99,28297.25,7807550,4138002,302544.0,250507.0,123164,50996.0,97434
1531,2023,Q3,Punjab,North,Ludhiana,Rural,1817115,9,18,4,12,692141,564920,325002,221194,123952.01,56373.15,16850.99,50727.87,95179.53,40064.65,22151.28,32963.6,5598083,4226059,157749.0,83146.0,151018,22157.0,70559
1532,2023,Q4,Punjab,North,Ludhiana,Rural,1817115,12,21,11,11,599889,438420,242841,191211,94347.35,42246.65,11823.59,40277.11,75630.86,27629.38,12852.04,35149.44,4359675,2127840,132713.0,89003.0,87536,28055.0,41963
1533,2024,Q1,Punjab,North,Ludhiana,Semi-Urban,1838409,10,19,9,15,959099,739754,512261,306717,105619.35,51110.97,8473.66,46034.72,64258.33,24116.58,18920.73,21221.02,12409047,8217966,175218.0,162889.0,118974,59607.0,69094
1534,2024,Q2,Punjab,North,Ludhiana,Rural,1838409,19,42,11,27,556000,442108,264327,238909,74998.65,36344.71,11112.55,27541.39,57179.59,21001.51,15099.48,21078.59,6898745,5265771,,87399.0,126093,28338.0,80298
1535,2024,Q3,Punjab,North,Ludhiana,Semi-Urban,1838409,13,22,13,20,972480,863204,437615,342113,136050.34,70906.69,15106.2,50037.46,103589.46,50196.58,28700.07,24692.81,10632570,5487611,353849.0,158790.0,92725,49642.0,45183
1536,2024,Q4,Punjab,North,Ludhiana,Rural,1838409,13,24,7,14,658512,420626,288872,185542,77512.6,37885.32,6913.8,32713.47,42766.93,21263.78,8862.53,12640.62,7947990,4567132,159643.0,76304.0,131083,23705.0,84101
1537,2025,Q1,Punjab,North,Ludhiana,Rural,1859704,13,30,13,16,846061,547195,444922,236877,127459.49,54215.75,19053.13,54190.61,88393.93,38710.76,25370.73,24312.44,7401053,4520221,242698.0,71959.0,78235,57153.0,37275
1538,2025,Q2,Punjab,North,Ludhiana,Rural,1859704,13,22,9,9,779859,578968,360636,195371,100177.74,48223.84,10203.77,41750.12,58219.73,23412.57,14753.92,20053.24,7328657,5635338,138350.0,113746.0,159245,55237.0,119975
1539,2025,Q3,Punjab,North,Ludhiana,Semi-Urban,1859704,18,33,13,21,1059798,696735,411045,408880,176485.98,101703.27,18555.63,56227.08,108382.93,45325.27,30663.13,32394.53,6734772,3992203,155811.0,85075.0,98826,70207.0,69691
1540,2025,Q4,Punjab,North,Ludhiana,Semi-Urban,1859704,21,38,18,24,926313,649038,483390,305726,72296.22,30599.45,6332.79,35363.98,48613.06,19986.44,8844.17,19782.45,6031979,3348818,229770.0,203821.0,116652,52838.0,78400
